行政区域,项目名称,项目位置,土地用途,行业分类,面积(公顷),供地方式,土地使用年限,成交价(万元),约定容积率,合同签订日期,数据来源,数据写入日期
什邡市,四川家和喜智能门业有限公司年产金属门窗15万樘，木质门窗10万樘项目,四川什邡经济开发区朝阳大道与燕山路交汇处,工业用地,家具制造业,1.888670,挂牌出让,50,286.0000,下限:1.00上限:0.00,2018年12月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=49f67ca0-2ef7-4636-abfc-2478e02f91ad,2020-08-26 11:39:29
什邡市,四川比耐斯管业有限公司,四川什邡经济开发区燕山路以南,工业用地,非金属矿物制品业,3.961970,挂牌出让,50,591.0000,下限:0.70上限:0.00,2018年12月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6c5cb971-c96b-4b21-9a06-eea2726e83ed,2020-08-26 11:39:32
什邡市,什邡市恒新建设投资有限公司,四川什邡经济开发区（北区）丰台路,工业用地,电气机械及器材制造业,1.988070,挂牌出让,50,360.0000,下限:1.00上限:0.00,2018年12月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=74389fb7-32b3-4e0f-a4c6-c3120a3366f2,2020-08-26 11:39:34
遂宁市本级,房地产,遂宁市河东新区二期锦台路以南，东平北路以西D1-1-06地块,其他普通商品住房用地,房地产业,5.698720,拍卖出让,70,35046.8000,下限:1.00上限:1.80,2018年12月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=7c88deba-10ca-4176-9e08-e44a80097f88,2020-08-26 11:39:37
隆昌县,隆地拍（2018）09号,人民中路北侧、恒隆路西侧,其他普通商品住房用地,房地产业,8.071453,拍卖出让,70,31679.1192,下限:1.00上限:2.50,2018年12月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=a1aab3cc-4614-4ccf-8345-78ce3ed0c35b,2020-08-26 11:39:40
什邡市,四川来喜装饰材料有限公司人造板材生产线项目,四川什邡经济开发区丰台路以东,工业用地,木材加工及木、竹、藤、棕、草制品业,1.999324,挂牌出让,50,306.0000,下限:0.70上限:0.00,2018年12月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=a87e29a5-6277-4602-9b7e-e2bed2c06f58,2020-08-26 11:39:43
什邡市,四川什邡鼎立磷化工有限公司热法磷酸及磷酸盐产品配套装置技改项目,四川什邡经济开发区（北区）朝阳大道,工业用地,化学原料及化学制品制造业,0.738110,挂牌出让,50,116.0000,下限:0.70上限:0.00,2018年12月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=abb42c21-9ab4-45ed-ac01-3adb8e1e51cc,2020-08-26 11:39:45
什邡市,什邡科力机械有限公司真空灭弧室部件生产线项目,四川什邡经济开发区景山路以南,工业用地,金属制品业,0.666289,挂牌出让,50,99.0000,下限:0.70上限:0.00,2018年12月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ad1d5f34-c593-45b4-b21c-2fa5ae9dfba9,2020-08-26 11:39:48
什邡市,什邡市恒新建设投资有限公司,四川什邡经济开发区灵江路以北,工业用地,塑料制品业,2.014880,挂牌出让,50,320.0000,下限:1.00上限:0.00,2018年12月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c0f050b2-3ecd-43a7-a73b-bcf0dd6498d9,2020-08-26 11:39:51
什邡市,四川宏达股份有限公司磷石膏综合利用项目,四川什邡经济开发区（北区）紫竹路与亭江大道交汇处,工业用地,非金属矿物制品业,4.585360,挂牌出让,50,679.0000,下限:0.70上限:0.00,2018年12月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c1d03b94-4567-49df-9475-7352268cfbdc,2020-08-26 11:39:56
中江县,辑庆镇上场村10社挂牌出让地块,辑庆镇上场村10社,工业用地,其它,0.388377,挂牌出让,50,46.6052,下限:1.00上限:0.00,2018年12月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d37ef05e-8d49-4c62-bbca-3f7a8c877a11,2020-08-26 11:39:58
什邡市,四川美乐福智能门业有限公司,四川什邡经济开发区朝阳大道与昌平大道交汇处,工业用地,家具制造业,1.838830,挂牌出让,50,306.0000,下限:1.00上限:0.00,2018年12月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=dd29a43d-5f48-4a5a-a756-81a859b78688,2020-08-26 11:40:01
什邡市,四川什邡国正环保科技有限公司墙板生产线项目,四川什邡经济开发区（北区）朝阳大道与昌平大道交汇处,工业用地,非金属矿物制品业,3.350010,挂牌出让,50,483.0000,下限:1.00上限:0.00,2018年12月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=df0d17f1-36a8-419f-8ec1-256eaf77452e,2020-08-26 11:40:04
什邡市,什邡市大有化工有限公司储存300立方液氨和生产3万吨氨水改建项目,四川什邡经济开发区（北区）朝阳大道,工业用地,化学原料及化学制品制造业,0.588850,挂牌出让,50,88.0000,下限:0.70上限:0.00,2018年12月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e785d22e-d507-4faa-95b7-cdf6ac080230,2020-08-26 11:40:06
纳溪区,石龙岩码头,泸州市纳溪区河西片区隆纳高速西侧,港口码头用地,水上运输业,3.908940,挂牌出让,50,1172.6820,下限:上限:0.50,2018年12月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=fd1f23c3-89ed-4a70-b772-386d09a0acef,2020-08-26 11:40:09
什邡市,四川营盛线缆制造有限公司电缆电线生产线项目,四川什邡经济开发区（北区）燕山路与丰台路交汇处,工业用地,电气机械及器材制造业,7.329219,挂牌出让,50,1085.0000,下限:1.00上限:0.00,2018年12月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0526befc-f001-4c5f-a173-3e041947b12c,2020-08-26 11:40:11
什邡市,什邡市通瑞玻璃有限公司仓储货物堆放架加工项目,四川什邡经济开发区（北区）石亭江大道南段,工业用地,非金属矿物制品业,2.038340,挂牌出让,50,308.0000,下限:0.70上限:0.00,2018年12月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=314fcf5e-2baf-4ef1-8d72-d076ec58ee5f,2020-08-26 11:40:15
中江县,南华镇老坪村4社挂牌出让地块,南华镇老坪村4社,批发零售用地,餐饮业,2.626115,挂牌出让,40,1051.7591,下限:0.00上限:2.50,2018年12月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=33be6121-b0ab-47b2-815f-5d0713f03104,2020-08-26 11:40:18
什邡市,四川什邡蓥山精密钢管制造有限公司技改搬迁项目,四川什邡经济开发区昌平大道,工业用地,金属制品业,7.466650,挂牌出让,50,1106.0000,下限:1.00上限:0.00,2018年12月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5575e841-a539-4aa9-954b-5dc9eaf14641,2020-08-26 11:40:20
营山县,四川省发仕达服饰有限公司,一环路东延线二段北侧,工业用地,纺织服装、鞋、帽制造业,1.327327,挂牌出让,50,111.4960,下限:1.00上限:,2018年12月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0829828e-ba7c-4da7-b2ec-824bd2471c36,2020-08-26 11:40:23
南溪县,宜宾市南溪区财源国有资产经营有限责任公司,南溪区正信路,商务金融用地,其他金融服务,0.577700,挂牌出让,40,1448.2939,下限:0.00上限:2.50,2018年12月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=294a47d1-b2e1-49e5-bc85-20f5876308f5,2020-08-26 11:40:25
威远县,石板河穹窿旅游综合服务中心7,威远县连界镇石板河社区9组,其他商服用地,住宿业,0.124127,挂牌出让,40,63.3048,下限:0.00上限:1.40,2018年12月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=488b9145-04ba-4a01-8202-4502b307d57b,2020-08-26 11:40:28
南溪县,钟坤闲,南溪区罗龙幸福路,港口码头用地,装卸搬运和其他运输服务业,0.993400,挂牌出让,40,476.8320,下限:0.00上限:1.00,2018年12月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6f5b643e-5f40-4c0c-8700-4c4b5103784a,2020-08-26 11:40:30
威远县,石板河穹窿旅游综合服务中心5,威远县连界镇石板河社区3组,其他商服用地,住宿业,0.044459,挂牌出让,40,22.6741,下限:0.00上限:1.00,2018年12月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=7fb4e1be-b2e8-44da-900d-d8e15574abaf,2020-08-26 11:40:33
威远县,石板河穹窿旅游综合服务中心8,威远县连界镇石板河社区1、9组,其他商服用地,住宿业,0.388640,挂牌出让,40,180.7176,下限:0.00上限:0.40,2018年12月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=80c508a5-4e47-4ff4-a318-88235c7901a6,2020-08-26 11:40:36
稻城县,稻城县金珠镇金珠路二段,稻城县金珠镇中茹布,工业用地,农副食品加工业,0.642378,挂牌出让,50,144.6000,下限:上限:0.80,2018年12月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=a48ac0e9-135c-410c-8706-d6b80df33795,2020-08-26 11:40:38
威远县,石板河穹窿旅游综合服务中心4,威远县连界镇石板河社区3组,其他商服用地,住宿业,0.181706,挂牌出让,40,92.6701,下限:0.00上限:1.40,2018年12月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c3c094ed-836a-40fa-8954-e3fc3469c6c9,2020-08-26 11:40:40
绵阳市本级,住宅,经开区塘汛镇涪沿村2社,其他普通商品住房用地,房地产业,1.024675,拍卖出让,70,7989.6400,下限:1.00上限:3.00,2018年12月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e03e87a6-f53e-4c2b-92d6-e3ac5bd9850f,2020-08-26 11:40:43
五通桥区,乐山高新投五通桥基地开发建设有限公司,五通桥区竹根镇幸福村8.9组,其他普通商品住房用地,房屋和土木工程业,4.035748,拍卖出让,70,6870.0000,下限:1.00上限:3.00,2018年12月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e2fe5cd7-229f-470a-b812-fd0548ba2446,2020-08-26 11:40:46
五通桥区,乐山图腾狮教育投资有限公司,五通桥区冠英镇荣丰村12组、石子埂村1组,科教用地,教育业,11.356936,挂牌出让,50,6218.0000,下限:0.00上限:1.80,2018年12月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e9f0271f-0aa2-4eed-b784-00118b197e28,2020-08-26 11:40:48
营山县,四川景弘制药有限公司,一环路东延线二段北侧,工业用地,医药制造业,2.000000,挂牌出让,50,168.0000,下限:1.00上限:,2018年12月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ebf085b5-fc8a-4310-9462-ea5c37b8ed11,2020-08-26 11:40:51
威远县,石板河穹窿旅游综合服务中心6,威远县连界镇石板河社区10组,其他商服用地,住宿业,0.035922,挂牌出让,40,16.7037,下限:0.00上限:0.80,2018年12月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ee499e97-1778-421f-82a2-2ad2f0d010e1,2020-08-26 11:40:53
五通桥区,乐山高新投五通桥基地开发建设有限公司,五通桥区竹根镇易坝村1.2组,其他普通商品住房用地,房屋和土木工程业,2.549603,拍卖出让,0,5812.0000,下限:1.00上限:3.00,2018年12月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f3f1f763-f101-4bc3-9772-9be01c84ee41,2020-08-26 11:40:56
龙马潭区,泸州中实投资集团有限公司,长开区九港路南侧,仓储用地,仓储业,5.333400,挂牌出让,50,1183.2148,下限:1.00上限:2.20,2018年12月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=7725f4ff-a61a-4837-8f2a-f5b86d3e2cc5,2020-08-26 11:40:59
汶川县,卧龙足木山服务区及加油站新建项目,汶川县卧龙镇足木山村三组,批发零售用地,零售业,0.666700,挂牌出让,40,231.0000,下限:0.00上限:1.50,2018年12月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=8550f575-9f69-43d6-b908-4138210e7baf,2020-08-26 11:41:03
五通桥区,乐山图腾狮教育投资有限公司,五通桥区冠英镇荣丰村12组、石子埂村1组,科教用地,教育业,7.466253,挂牌出让,50,4088.0000,下限:0.00上限:1.80,2018年12月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=bd26a048-7f70-450a-944e-7713105e7f29,2020-08-26 11:41:05
龙马潭区,泸州市百通融汇汽车有限公司,安宁大道以东进港铁路以西,其他商服用地,商务服务业,0.488700,挂牌出让,40,1246.1000,下限:0.00上限:1.50,2018年12月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f5d0c1ce-71e5-41a9-b001-79e9a2feb5f5,2020-08-26 11:41:07
合江县,大桥村黄包山村商服用地,大桥镇黄包山村4社,商务金融用地,其他金融服务,0.798000,挂牌出让,40,478.8000,下限:0.00上限:1.50,2018年12月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0a8471ea-6ee9-40e8-8bd9-a9a3acb378fe,2020-08-26 11:41:10
511603000,前锋区QF2018—23号,前锋区玉堂北路南侧,其他普通商品住房用地,房地产业,1.612500,拍卖出让,70,3630.0000,下限:1.00上限:2.00,2018年12月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=1853598f-6ea8-4107-a407-1c07fb97c6bc,2020-08-26 11:41:12
511603000,前锋园区QFG2018—25号,前锋工业园区,其他普通商品住房用地,房地产业,4.947800,拍卖出让,70,8910.0000,下限:1.00上限:2.00,2018年12月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=25fb0ee5-cfe5-4dd6-b56d-ed86ca58baa7,2020-08-26 11:41:15
511603000,前锋区QF2018—22号,前锋区民生路西侧,其他普通商品住房用地,房地产业,0.923600,拍卖出让,70,2080.0000,下限:1.00上限:2.00,2018年12月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2919350a-57fe-4787-9c95-64cf119545ec,2020-08-26 11:41:17
511603000,前锋区QF2018—21号,前锋区民生路西侧,其他普通商品住房用地,房地产业,0.742400,拍卖出让,70,1670.0000,下限:1.00上限:2.00,2018年12月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=3ac36d07-dc25-4cc3-9728-2d6cac23c1c0,2020-08-26 11:41:21
道孚县,道孚县2018年第一批国有土地出让,八美镇,住宿餐饮用地,住宿业,0.042787,拍卖出让,40,40.0000,下限:上限:2.00,2018年12月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=9c986232-dd8e-43cf-be70-17723ab7818d,2020-08-26 11:41:23
合江县,真龙镇集中村商务金融用地,真龙镇集中村7社,商务金融用地,专业技术服务业,0.086100,挂牌出让,40,51.6600,下限:0.00上限:2.50,2018年12月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f2375589-426f-44e4-ab95-ce47d18d28a0,2020-08-26 11:41:26
大竹县,DZG127,大竹县张家镇东风村7组,其他商服用地,道路运输业,0.109200,挂牌出让,40,88.0000,下限:上限:0.60,2018年12月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=79cbc10a-f450-4381-b149-78484e080ae3,2020-08-26 11:41:28
大竹县,DZG130,大竹县周家镇双鱼村6组,其他商服用地,道路运输业,0.205500,挂牌出让,40,160.0000,下限:上限:0.60,2018年12月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=819f293f-f3d2-4c85-bf81-804926b6228c,2020-08-26 11:41:31
资阳市本级,交通服务场站,百威英博大道南侧,公共设施用地,城市公共交通业,3.156040,挂牌出让,50,1818.0000,下限:0.00上限:0.40,2018年12月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f3112426-cbfa-4e29-b693-08a51d9fe8d2,2020-08-26 11:41:33
资阳市本级,交通服务场站,娇子大道西侧,公共设施用地,城市公共交通业,0.665415,挂牌出让,50,498.0000,下限:0.00上限:0.40,2018年12月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=fcfa8f6a-f6b6-44b3-8780-78016526ead9,2020-08-26 11:41:36
宜宾市本级,科教用地,宜宾市岷江新区起步区南部片区C04—01、C05—02地块,科教用地,教育业,15.501400,拍卖出让,50,15423.8930,下限:上限:2.00,2018年12月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=cbf15936-d19e-4de1-a899-8a930c7c6098,2020-08-26 11:41:38
梓潼县,工业,经开区幸福村,工业用地,农副食品加工业,3.168700,挂牌出让,50,468.9705,下限:0.90上限:0.00,2018年12月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0b36b2d5-de8a-47c4-a741-b6ed5d09d7bf,2020-08-26 11:41:41
仁寿县,四川中鼎中铁置业有限公司,黑龙滩镇金山村,其他商服用地,房地产业,5.049615,拍卖出让,40,9500.0000,下限:1.00上限:1.00,2018年12月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2d60da40-bbe7-465f-b1b3-c63bd4558b76,2020-08-26 11:41:43
仁寿县,四川中铁润一置业有限公司,黑龙滩镇金山村,其他普通商品住房用地,房地产业,6.997496,拍卖出让,70,14000.0000,下限:1.00上限:1.00,2018年12月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=3dabbbc8-a74d-46b0-9731-70bf067e85ca,2020-08-26 11:41:46
珙县,绿色建材园钙产业项目,珙县巡场镇余家村三社,工业用地,砖瓦、石材及其他建筑材料制造,2.722400,挂牌出让,30,334.8552,下限:1.00上限:,2018年12月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=4676d29d-6059-4e6b-b8a4-6c0d408aba70,2020-08-26 11:41:48
仁寿县,四川中鼎中铁置业有限公司,黑龙滩镇金山村、茶山村,其他商服用地,房地产业,4.606796,拍卖出让,40,8660.0000,下限:1.00上限:1.00,2018年12月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5d458e73-60d4-4970-9eea-bd0a4ad1bcfc,2020-08-26 11:41:51
仁寿县,四川中铁润一置业有限公司,黑龙滩镇金山村、铁门社区,其他普通商品住房用地,房地产业,6.997504,拍卖出让,70,14000.0000,下限:1.00上限:1.00,2018年12月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=67d90b85-fa5a-48a2-bb21-323d8fb00242,2020-08-26 11:41:53
洪雅县,洪雅竹元科技有限公司,将军乡杨场村1组,工业用地,木材加工及木、竹、藤、棕、草制品业,1.320440,挂牌出让,50,177.0000,下限:1.00上限:0.00,2018年12月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=cb0b35fd-67e2-4106-895e-ae203a3ae4e3,2020-08-26 11:41:56
仁寿县,四川中鼎中铁置业有限公司,黑龙滩镇金山村,其他商服用地,房地产业,3.840916,拍卖出让,40,7220.0000,下限:1.00上限:1.00,2018年12月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e4c47193-b363-41fa-84e8-1d803187bbed,2020-08-26 11:41:59
安岳县,住宅,汇金铭城学府与上安香山之间,中低价位、中小套型普通商品住房用地,房地产业,1.353100,拍卖出让,70,8900.0000,下限:1.00上限:3.00,2018年12月12日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=3722cee6-d555-4213-89b4-3b1922bd72ca,2020-08-26 11:42:01
成都市本级,四川省通服大数据研发运营,高新区中和街道龙灯山社区8组、10组、观东社区3组,商务金融用地,房地产业,3.028321,挂牌出让,40,16352.3277,下限:1.00上限:1.40,2018年12月12日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=4d3a966a-d1f0-41b1-a615-73fbd7506fad,2020-08-26 11:42:03
东坡区,眉山市东坡区悦兴加油站,悦兴镇,其他商服用地,零售业,0.091300,挂牌出让,40,69.0000,下限:0.00上限:0.50,2018年12月12日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=53624166-4e07-4bf5-b581-82791bdf205e,2020-08-26 11:42:06
西昌市,西昌同泰置业有限公司商务用地,成凉工业园区,商务金融用地,建筑业,2.428001,挂牌出让,40,3470.0000,下限:2.00上限:3.00,2018年12月12日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=57073e52-b751-4a81-a01f-2acffb58944a,2020-08-26 11:42:09
梓潼县,香料,经开区,工业用地,化学原料及化学制品制造业,0.570229,挂牌出让,50,84.3939,下限:1.00上限:0.00,2018年12月12日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=8a6e6b52-da71-44fe-beb0-0d335d1fc29f,2020-08-26 11:42:11
东坡区,与美食品有限公司,泡菜园区,工业用地,食品制造业,3.401871,挂牌出让,50,436.0000,下限:1.00上限:0.00,2018年12月12日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=8fdd3234-4fb2-4967-a416-6f61a63acb8b,2020-08-26 11:42:14
盐亭县,王忠平、雷光虎、刘廷继、程勇、汪晓玲、刘宗平,黄甸镇,其他普通商品住房用地,房地产业,0.030850,拍卖出让,70,36.4030,下限:1.00上限:1.80,2018年12月12日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=b99dc7e4-a719-40fb-abf0-0c9d3f7e7e42,2020-08-26 11:42:16
攀枝花市本级,2013-R37#（川港燃气）,仁和区,其他商服用地,燃气生产和供应业,0.486054,拍卖出让,40,1250.0000,下限:0.00上限:1.50,2018年12月12日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=89bd19ec-8912-438d-8524-8a362d6e5420,2020-08-26 11:42:19
兴文县,阳光东方府,兴文县纳黔连接线一侧原客运站位置KYZ-1地块,其他普通商品住房用地,房地产业,6.932474,拍卖出让,70,11438.5755,下限:1.00上限:2.50,2018年12月12日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=1ffa701c-9af3-4f98-be38-ac72640d5654,2020-08-26 11:42:21
古蔺县,古蔺县新建5万吨仓容粮食物流工程,古蔺镇青阳村2社、3社,仓储用地,仓储业,3.604780,拍卖出让,50,1506.0000,下限:1.00上限:1.50,2018年12月12日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=22e7334d-6bf8-42bf-a985-b903513a4963,2020-08-26 11:42:24
朝天区,广朝国储1330号宗地,曾家山山峰村,其他商服用地,住宿和餐饮业,0.863978,挂牌出让,商服40年,307.0000,下限:0.00上限:1.00,2018年12月12日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=38f0d21d-5e8f-46a3-aebf-71dd01d6be31,2020-08-26 11:42:27
仁寿县,四川恒荣中铁置业有限公司,黑龙滩镇大田村,其他普通商品住房用地,房地产业,5.503446,拍卖出让,70,13250.0000,下限:1.00上限:1.20,2018年12月12日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=556f76cd-6e43-4cf2-abbc-625023fdc0a2,2020-08-26 11:42:30
古蔺县,西区客运站,古蔺镇联合村5社,街巷用地,道路运输业,3.706340,拍卖出让,50,1778.8800,下限:0.00上限:1.00,2018年12月12日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5626709b-7180-4d18-9cf6-0898b0b0a4bd,2020-08-26 11:42:33
