行政区域,项目名称,项目位置,土地用途,行业分类,面积(公顷),供地方式,土地使用年限,成交价(万元),约定容积率,合同签订日期,数据来源,数据写入日期
龙马潭区,泸州临港投资集团有限公司,泸州市龙马潭区鱼塘街道金井路东北侧,其他普通商品住房用地,房地产业,13.518500,拍卖出让,70,101388.7500,下限:1.00上限:2.30,2018年12月30日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0e47bba9-dbfc-44c3-89a7-960120abaacf,2020-08-26 11:29:08
龙马潭区,泸州临港投资集团有限公司,泸州市鱼塘街道苏香路东侧,其他普通商品住房用地,房地产业,5.124300,拍卖出让,70,34589.0250,下限:1.00上限:2.50,2018年12月30日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=16c75574-7ccd-4647-83a0-f3c8e18cd43c,2020-08-26 11:29:11
龙马潭区,泸州临港投资集团有限公司,泸州市龙马潭区高坝北方路南侧,其他普通商品住房用地,房地产业,4.326700,拍卖出让,70,25960.2000,下限:1.00上限:1.80,2018年12月30日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=1ed88e71-5ae9-4498-9ef8-25abf941f6b5,2020-08-26 11:29:14
龙马潭区,泸州临港投资集团有限公司,罗汉街道中海金象北侧,仓储用地,仓储业,14.510000,挂牌出让,50,5441.2500,下限:0.00上限:2.20,2018年12月30日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=26cc9403-453e-47d3-bd5e-4d620ec471b1,2020-08-26 11:29:16
龙马潭区,泸州临港投资集团有限公司,泸州市龙马潭区高坝安和路南侧,其他普通商品住房用地,房地产业,11.504400,拍卖出让,70,69026.4000,下限:1.00上限:1.80,2018年12月30日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=414e83e8-d786-47ac-afa7-21a5830fafdb,2020-08-26 11:29:19
龙马潭区,泸州临港驿通供应链管理有限公司,长开区九港路南侧,仓储用地,仓储业,2.849200,挂牌出让,50,897.4980,下限:0.00上限:2.20,2018年12月30日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=4d55e141-3dba-459f-bd2f-d5597d457300,2020-08-26 11:29:21
岳池县,县城区YCP-2018-10号地块房地产开发项目·李平,岳池县翔凤大道东侧与银城大道北侧交叉处（详见勘测定界图）,中低价位、中小套型普通商品住房用地,房地产业,4.183236,拍卖出让,70,18700.0000,下限:1.00上限:2.20,2018年12月30日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=57a5a692-cf07-4010-8b3f-c1d6ec8721ac,2020-08-26 11:29:24
岳池县,县城区YCP-2018-8号地块房地产开发项目·四川龙鑫明湖置业有限公司,岳池县广岳大道与花田路交叉处、站前景观大道与花田路之间（详见勘测定界图）,中低价位、中小套型普通商品住房用地,房地产业,6.966071,拍卖出让,其他商服用地40年;中低价位、中小套型普通商品住房用地70年;,42300.0000,下限:1.00上限:2.50,2018年12月30日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=acb90c0e-8bcf-4fd4-9428-fd021a044b89,2020-08-26 11:29:27
旌阳区,锦利-锦城壹號,孝感镇长白山路与青衣江路交汇处西北角,其他普通商品住房用地,房地产业,7.514217,拍卖出让,70,20401.0992,下限:1.00上限:2.50,2018年12月30日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=00fa1a8f-b5ea-44aa-adfd-1500d0828cdd,2020-08-26 11:29:29
自贡市本级,大安区大山铺组团B-29-2地块,燎北路北侧，新民镇燎原村7、8、16组，团结镇莲花村8组,其他商服用地,商务服务业,6.989100,挂牌出让,40,6290.2200,下限:上限:1.00,2018年12月29日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=13de61df-c8b2-4249-aeae-b1e29b2bf957,2020-08-26 11:29:32
会理县,E-15地块,会理县南街街道果元村2组,其他普通商品住房用地,房地产业,0.301729,拍卖出让,其他普通商品住房用地70年;批发零售用地40年;,1618.0000,下限:1.20上限:4.00,2018年12月29日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2c4357a2-dc46-4364-96ad-8d89afe08e5b,2020-08-26 11:29:35
广安市本级,作为制造业项目用地,港前大道与小平大道交汇处,工业用地,水泥及石膏制品制造,2.016300,挂牌出让,50,241.9560,下限:0.70上限:,2018年12月29日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=32b9ce35-554f-4930-93b1-ced3a24f1a18,2020-08-26 11:29:37
会理县,Ba-3地块,会理县北关街道东升村,住宿餐饮用地,房地产业,0.262706,拍卖出让,40,1110.0000,下限:1.50上限:2.50,2018年12月29日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=46276f0e-65f9-4be8-98c6-a3ecee3f6016,2020-08-26 11:29:41
绵竹市,新建酶解肽蛋白项目,绵竹市名酒食品工业园,工业用地,制造业,10.000000,挂牌出让,50,1200.0000,下限:0.70上限:,2018年12月29日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=84542e86-365b-46bd-95e2-31a53633f1c0,2020-08-26 11:29:43
华蓥市,高兴站新建货场工程项目,华蓥市高兴镇物流园区铁路东侧,仓储用地,仓储业,14.924570,挂牌出让,50,1680.0000,下限:0.80上限:0.00,2018年12月29日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ced102ee-9415-473a-9f87-3d3cf7186edf,2020-08-26 11:29:46
罗江县,四川现代农业工程职业学院一期建设及配套项目,罗江县柏云村一组1-2号地块,其他商服用地,商务服务业,5.830547,拍卖出让,40,1959.1040,下限:1.00上限:2.50,2018年12月29日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=88fbafa0-2a85-4ee1-960f-61e89d033258,2020-08-26 11:29:49
罗江县,四川现代农业工程职业学院一期建设及配套项目,柏云村一组1-5号地块,其他商服用地,商务服务业,6.480822,拍卖出让,40,2177.5040,下限:1.00上限:2.50,2018年12月29日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=b4130a7d-9962-43db-8b0a-5a5f9e52616c,2020-08-26 11:29:52
罗江县,四川现代农业工程职业学院一期建设及配套项目,柏云村一组1-3号地块,其他商服用地,商务服务业,6.286150,拍卖出让,40,2112.0960,下限:1.00上限:2.50,2018年12月29日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=bc39c17c-2965-43b2-9ce7-7b63f3dc20d5,2020-08-26 11:29:55
罗江县,四川现代农业工程职业学院一期建设及配套项目,柏云村一组1-6号地块,其他商服用地,商务服务业,6.787582,拍卖出让,40,2280.5440,下限:1.00上限:2.50,2018年12月29日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d8b2c9e8-0c33-4357-ab0f-a3e83d36af55,2020-08-26 11:29:58
罗江县,四川现代农业工程职业学院一期建设及配套项目,罗江县柏云村一组1-4号地块,其他商服用地,商务服务业,6.192611,拍卖出让,40,2080.7360,下限:1.00上限:2.50,2018年12月29日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e9b161f2-dd71-4b8c-aa88-b0df4c58cac2,2020-08-26 11:30:01
邛崃市,天邛产业园区TQCYY-E-2017001-2号地块,天府新区邛崃产业园区羊纵七路,工业用地,其它,7.833943,挂牌出让,20,752.0582,下限:1.00上限:3.00,2018年12月29日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=01f18284-63b6-41e9-b8dc-3c815d121edb,2020-08-26 11:30:05
邛崃市,天邛产业园区TQCYY-W-2017006-1号地块,天府新区邛崃产业园区羊纵七路,工业用地,化学原料及化学制品制造业,3.731546,挂牌出让,50,716.4570,下限:1.00上限:3.00,2018年12月29日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=3011446c-7bc6-4f15-9557-4ed314a20269,2020-08-26 11:30:07
邛崃市,G-5-3-2号地块,天府新区邛崃产业园区羊纵七路,工业用地,化学原料及化学制品制造业,0.555992,挂牌出让,50,106.7507,下限:1.00上限:3.00,2018年12月29日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6dfa694c-0a1b-441b-9cb6-9ffb6fc6e36a,2020-08-26 11:30:09
市中区,凌云乡龙泉村7组地块国有建设用地使用权出让,凌云乡龙泉村7组,中低价位、中小套型普通商品住房用地,房地产业,0.333599,拍卖出让,中低价位、中小套型普通商品住房用地70年;批发零售用地40年;,255.0000,下限:1.00上限:2.20,2018年12月29日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=cda66b67-ac49-4b8c-9355-1076cc4ee453,2020-08-26 11:30:13
温江区,太保养老,温江区金马刘家濠社区2.3.7组,其他商服用地,房地产业,8.067934,挂牌出让,40,24203.8000,下限:1.00上限:4.00,2018年12月29日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e59778e9-0744-4697-a76f-bcd6afd36647,2020-08-26 11:30:15
万源市,万源市安信家居有限公司新厂房建设项目,万源市白沙镇荆桥铺村三、九社,工业用地,家具制造业,0.693440,挂牌出让,50,240.0000,下限:1.67上限:1.67,2018年12月29日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ef21bcbc-aa8b-4e45-a37d-9a1d475a00ed,2020-08-26 11:30:18
邛崃市,邛崃市回龙镇榆树社区新蒲路南侧地块,邛崃市回龙镇榆树社区新蒲路南侧,工业用地,其它,12.089987,挂牌出让,20,1160.6387,下限:1.00上限:3.00,2018年12月29日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f867a55b-862f-4103-a63c-24eb336bcdc4,2020-08-26 11:30:21
雁江区,居住用地,城南大街与经七路交汇处东侧,其他普通商品住房用地,房地产业,8.122025,拍卖出让,其他普通商品住房用地70年;其他商服用地40年;,37600.0000,下限:1.00上限:2.50,2018年12月29日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ffbb1b8a-48a3-4d8b-bfdc-e820166ec27f,2020-08-26 11:30:23
彭山县,四川正方包装制品有限责任公司,产业大道以东、创新三路以北,工业用地,塑料制品业,1.649002,挂牌出让,50,322.0000,下限:0.60上限:0.00,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0bbb36b4-7bfc-4ecc-b87b-bb0624afac99,2020-08-26 11:30:26
冕宁县,冕宁县起点稀土高科技有限责任公司,冕宁县稀土工业园区,工业用地,其它,6.991616,挂牌出让,50,1256.0000,下限:0.60上限:,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=15c4cd2e-71f3-487d-b267-9411d6710dcc,2020-08-26 11:30:29
冕宁县,凉山稀土产业技术研究院,冕宁县复兴镇稀土工业园区,工业用地,研究与试验发展,0.504714,挂牌出让,50,102.0000,下限:0.60上限:,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=1ac760f1-4226-4d6b-9dd2-4c6c85d61e37,2020-08-26 11:30:31
彭山县,四川绿艺华福石化科技有限公司,创新三路以南、宏业路以东,工业用地,石油加工、炼焦及核燃料加工业,4.000200,挂牌出让,50,841.0000,下限:0.80上限:0.00,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2459cb14-4d11-42e9-8c06-8662b25fc661,2020-08-26 11:30:34
彭山县,四川友达塑胶有限公司,创新四路以北、百业路以西,工业用地,化学原料及化学制品制造业,3.341018,挂牌出让,50,602.0000,下限:1.00上限:0.00,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=308f30e0-3330-4287-9889-132f0db5a192,2020-08-26 11:30:37
彭山县,四川欧力泰尔新材料有限公司,创新四路以南、产业大道以西,工业用地,石油加工、炼焦及核燃料加工业,1.333400,挂牌出让,50,301.0000,下限:0.60上限:0.00,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=4a655acc-c56d-41dd-a5b7-743927a651a8,2020-08-26 11:30:40
成都市本级,武侯区红瓦寺11、13号，一环路南一段16号,武侯区红瓦寺11、13号，一环路南一段16号,其他普通商品住房用地,房地产业,1.197624,拍卖出让,70,51524.4560,下限:1.00上限:3.00,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5c1a2ad6-6ca2-4969-bc7a-1fd0496f5cd4,2020-08-26 11:30:43
德昌县,德昌县K-2669,德州镇阿荣村,其他商服用地,商务服务业,5.372748,挂牌出让,40,3248.0000,下限:上限:1.50,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=67c2ee4f-f90b-4432-ab10-68c21a379cb0,2020-08-26 11:30:46
彭山县,眉山圣祥聚氨酯高分子材料有限公司,产业大道以东，创新二路以南，创新三路以北,工业用地,化学原料及化学制品制造业,2.666800,挂牌出让,50,481.0000,下限:1.20上限:0.00,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=bc18ed76-5c6b-4b25-b03b-b2d0756cba86,2020-08-26 11:30:48
成都市本级,深圳市中微半导体有限公司第二运营总部及研发中心项目,高新区中和街道观东社区三组,其他商服用地,房地产业,1.073054,挂牌出让,40,2830.2873,下限:1.00上限:1.40,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c5ba3ae6-2bec-437d-b151-f56022273fb5,2020-08-26 11:30:51
彭山县,四川派力戈建材股份有限公司,创新四路以北、宏业路以东,工业用地,化学原料及化学制品制造业,2.666800,挂牌出让,50,521.0000,下限:1.00上限:0.00,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=de73587f-86ed-4853-8901-e9824a71b4de,2020-08-26 11:30:54
武胜县,YK-28，YK-29地块建设,沿口镇人民北路东侧，原叶家山小学北侧,中低价位、中小套型普通商品住房用地,房地产业,1.858900,拍卖出让,住宅70年，商服40年,6412.0000,下限:1.00上限:1.20,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=341e72bd-106a-4592-baf9-d1e57f456f1d,2020-08-26 11:30:56
犍为县,下渡有机肥厂项目,犍为县下渡乡永忠村2组、石龙村6组,工业用地,其他服务业,3.057500,挂牌出让,50,550.0000,下限:上限:1.00,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0837d738-dcf5-4a51-ae1e-f34c1b4b1c18,2020-08-26 11:30:59
自贡市本级,自贡自高阀门有限公司,板仓工业集中区（整合）C2-14、16-02地块,工业用地,通用设备制造业,3.177203,挂牌出让,50,667.2120,下限:1.00上限:,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=35b7b4e5-d84b-489f-a4d3-2b75a7a33886,2020-08-26 11:31:03
犍为县,搪瓷釉彩项目,犍为县新民镇板桥村4、5组,工业用地,工艺品及其他制造业,1.000000,挂牌出让,50,225.0000,下限:0.70上限:,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=67f88a6f-93c2-4715-a830-508ce195eafd,2020-08-26 11:31:06
犍为县,四坪加油站项目,犍为县清溪镇五龙村10组,其他商服用地,商务服务业,0.206400,挂牌出让,40,410.0000,下限:上限:1.50,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=84c8fc19-7d5a-4746-bf54-731bbcba74ba,2020-08-26 11:31:09
自贡市本级,屠宰场,贡井区龙潭镇万坪村7组,工业用地,农副食品加工业,0.775079,挂牌出让,50,255.7764,下限:0.70上限:0.00,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=9264e62a-326e-465e-8021-b78d7718f389,2020-08-26 11:31:11
犍为县,炒花甘露项目,犍为县清溪镇盐坪村2组,工业用地,农副食品加工业,1.811100,挂牌出让,50,330.0000,下限:1.00上限:2.00,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=a8f1ca39-8705-4204-8f7c-dea0ab1c9e35,2020-08-26 11:31:14
盐源县,盐源县泸沽湖大酒店建设项目,盐源县泸沽湖镇木跨村,住宿餐饮用地,住宿业,7.828623,拍卖出让,40,8150.0000,下限:0.00上限:1.20,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c1906367-03d0-4f95-8231-30e1af186de8,2020-08-26 11:31:17
自贡市本级,凯盛（自贡）新能源有限公司,板仓工业集中区三期BC-15-01-1地块,工业用地,通用设备制造业,16.058078,挂牌出让,50,3372.1968,下限:1.00上限:,2018年12月28日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=fe88f5ee-4c82-468d-9a34-d4d980c65761,2020-08-26 11:31:19
511603000,前锋园区QFG2018—6号,前锋轻纺产业园区,工业用地,纺织服装、鞋、帽制造业,3.112800,挂牌出让,50,374.0000,下限:1.00上限:2.50,2018年12月27日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2d97957f-2d05-4f43-a54e-c683ccbe179a,2020-08-26 11:31:21
中江县,兴隆镇翠竹村7、9、10社,兴隆镇翠竹村7、9、10社,工业用地,家具制造业,6.266998,挂牌出让,50,526.4278,下限:0.80上限:0.00,2018年12月27日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=cbc81f6d-a718-4f58-ad30-cab8ebfcaf17,2020-08-26 11:31:24
511603000,前锋园区QFG2018—11号,前锋区三纵路西侧,工业用地,纺织服装、鞋、帽制造业,0.541000,挂牌出让,50,65.0000,下限:1.00上限:1.80,2018年12月27日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=cc508e1f-14dd-40eb-ad9d-9511a11ba89d,2020-08-26 11:31:27
511603000,前锋园区QFG2018—14号,前锋区港前大道与二纵路交汇处,工业用地,造纸及纸质品业,4.602000,挂牌出让,50,553.0000,下限:1.00上限:2.50,2018年12月27日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d0e17bde-1c5b-4434-bcec-0b3c61e76cda,2020-08-26 11:31:29
511603000,前锋园区QFG2018—9号,前锋工业园区,工业用地,塑料制品业,2.429500,挂牌出让,50,292.0000,下限:1.00上限:1.80,2018年12月27日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d230131a-9c66-4d04-850f-11e29e888af0,2020-08-26 11:31:33
511603000,前锋园区QFG2018—15号,前锋区二纵路西南侧,工业用地,造纸及纸质品业,3.333500,挂牌出让,50,401.0000,下限:1.00上限:2.50,2018年12月27日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d656f1d5-22a7-4df3-b5b6-6c4077042047,2020-08-26 11:31:35
绵阳市本级,工业,经开区塘汛镇红五村2社,工业用地,金属制品业,0.469187,挂牌出让,50,775.8383,下限:1.20上限:3.00,2018年12月27日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=dab74206-bb77-49bd-9e46-14e1ff168053,2020-08-26 11:31:37
成都市本级,天象互动总部基地及泛娱乐产业孵化中心项目,高新区中和街道龙灯山社区十组,商务金融用地,房地产业,2.409047,挂牌出让,40,6354.1024,下限:1.00上限:1.40,2018年12月27日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e98131cd-4509-4fd9-b633-9554b6d38f27,2020-08-26 11:31:40
绵阳市本级,工业,经开区塘汛镇桃园村4社、三元社区6、8组,工业用地,通用设备制造业,2.965048,挂牌出让,50,1635.7100,下限:1.20上限:3.00,2018年12月27日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f94a3526-4d4e-4d37-95d7-4aa4f2522370,2020-08-26 11:31:43
511603000,前锋园区QFG2018—8号,前锋区港前大道东侧、六纵路北侧,工业用地,造纸及纸质品业,5.125800,挂牌出让,50,616.0000,下限:1.00上限:1.80,2018年12月27日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=67ee3f7c-c932-4449-8273-ed0903bd24bb,2020-08-26 11:31:46
511603000,前锋园区QFG2018—5号,前锋轻纺产业园区,工业用地,纺织服装、鞋、帽制造业,5.864100,挂牌出让,50,704.0000,下限:1.00上限:2.50,2018年12月27日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d1671e62-ff44-4730-810e-9e2137dea7df,2020-08-26 11:31:48
峨眉山市,峨眉山市嘉峨房地产开发有限公司,峨眉山市峨山镇保宁村9组、冠峨村11组,中低价位、中小套型普通商品住房用地,房地产业,3.153100,拍卖出让,中低价位、中小套型普通商品住房用地70年;批发零售用地40年;,8100.0000,下限:1.00上限:1.10,2018年12月27日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=11f6c373-b86a-4a7f-9c4e-cdbc873b5e70,2020-08-26 11:31:51
成都市本级,青羊区文家街道办事处蔡桥社区1、2组，华严社区7组,青羊区文家街道办事处蔡桥社区1、2组，华严社区7组,其他普通商品住房用地,房地产业,3.868617,拍卖出让,70,95748.2658,下限:1.00上限:2.49,2018年12月27日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=79dcfb06-bef0-4f93-aeed-4f9b06c38e92,2020-08-26 11:31:53
盐亭县,盐亭优锂新材料科技有限公司,经开区,工业用地,金属制品业,1.392470,挂牌出让,50,257.6070,下限:1.00上限:3.00,2018年12月27日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=84d0c66b-3a13-4c1e-89ef-b37cb7fcebd6,2020-08-26 11:31:56
彭州市,成都润盈置业有限公司,彭州市致和镇连封村7社，百祥村7、9社,其他普通商品住房用地,房地产业,6.771493,拍卖出让,70,19501.9008,下限:1.00上限:1.50,2018年12月26日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=21c66c35-f05c-4265-83ab-d35d31a12b9d,2020-08-26 11:31:58
合江县,先滩镇天成豪苑旁商住楼,先滩镇定钟寺村1社,其他普通商品住房用地,房地产业,0.021074,拍卖出让,70,34.7710,下限:1.00上限:4.50,2018年12月26日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=3192886c-98f2-4449-92f0-e63fa95094b1,2020-08-26 11:32:01
眉山市本级,眉山岷东资产经营有限责任公司,东临规划道路，南临滴水街，西临仁寿路，北临彭山路。,其他商服用地,其他服务业,5.221219,拍卖出让,40,14766.0000,下限:上限:1.80,2018年12月26日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=464d18bd-4b19-4656-8b3f-b3448588032d,2020-08-26 11:32:04
绵阳市本级,绵阳惠科光电科技有限公司,吴家镇广福村4、5、6、7社,工业用地,通讯设备、计算机及其他电子设备制造业,52.384802,挂牌出让,50,29029.6326,下限:1.20上限:3.00,2018年12月26日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=592e9ddd-f808-420f-9d94-bfa507949f79,2020-08-26 11:32:06
东兴区,内江建工远大PC构件生产基地及研发中心项目,内江高新区白马园区bm05-b02地块,工业用地,通用设备制造业,6.320600,挂牌出让,50,1061.8608,下限:0.70上限:0.00,2018年12月26日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=79e42e22-7763-4b91-8e85-cba378e4ac4a,2020-08-26 11:32:09
龙泉驿区,成都市开元房地产开发有限责任公司,龙泉驿区柏合镇黄角树路以北、柏学北路以西,其他普通商品住房用地,房地产业,3.888147,拍卖出让,70,35779.3160,下限:1.00上限:2.00,2018年12月26日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=804aa478-a4e1-4bf5-8226-94c9ff029aa8,2020-08-26 11:32:12
彭州市,成都润盈置业有限公司,彭州市致和镇连封村3、4、5、7、9社,其他普通商品住房用地,房地产业,6.102004,拍卖出让,70,23889.3561,下限:1.00上限:2.00,2018年12月26日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=8378512b-52ef-447d-b28d-85e64521aab2,2020-08-26 11:32:14
