行政区域,项目名称,项目位置,土地用途,行业分类,面积(公顷),供地方式,土地使用年限,成交价(万元),约定容积率,合同签订日期,数据来源,数据写入日期
罗江县,四川通融统筹城乡建设投资有限公司项目,万安镇南塔村,其他商服用地,商务服务业,0.033355,挂牌出让,40,48.3500,下限:上限:1.50,2019年09月05日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=7a34d166-472c-4652-bebc-126a9dc69312,2020-08-26 16:41:31
康定县,甘孜州机动车综合检测中心,康定市榆林街道折多塘村,其他商服用地,专业技术服务业,3.662166,挂牌出让,40,1168.3000,下限:上限:1.00,2019年09月05日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=8674344a-afcd-4527-b273-08fd47398caf,2020-08-26 16:41:34
新津县,成都兴城人居地产投资集团有限公司,新津县普兴镇骑龙村4组、11组,城镇住宅用地,其他金融服务,5.849605,拍卖出让,70,36852.5220,下限:1.00上限:2.50,2019年09月05日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=95f3126f-2fbd-433e-bc39-c188303a30c4,2020-08-26 16:41:36
罗江县,四川通融统筹城乡建设投资有限公司项目,万安镇南塔村,其他商服用地,商务服务业,0.057083,挂牌出让,40,84.6200,下限:上限:1.50,2019年09月05日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=af2adeb4-8ff4-48e9-ab81-cd5da87a5e3c,2020-08-26 16:41:39
岳池县,高新区YCG-2019-2号工业用地·岳池县盛邦建材有限责任公司,岳池县高新技术产业开发区内（详见用地勘测定界图）,工业用地,仓储业,5.952550,挂牌出让,50,500.0200,下限:1.00上限:0.00,2019年09月05日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ee097f5f-9869-4c9f-adb1-145b501843ce,2020-08-26 16:41:41
安县,安州区花荄镇文星大道南段东侧居住,安州区花荄镇文星大道南段东侧,城镇住宅用地,房地产业,8.716918,拍卖出让,70,52301.5100,下限:1.00上限:2.20,2019年09月05日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=cef76c91-5aa3-4a94-a7c4-e4a8d2e93b55,2020-08-26 16:41:44
安县,卓信·智慧农贸商城项目,安州区花荄镇辽宁大道与白鹤林路交汇处,零售商业用地,批发和零售业,1.298280,挂牌出让,40,2800.0000,下限:0.00上限:3.50,2019年09月05日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=78b9bc6d-3dd3-4d3b-8a0f-486b77ad7b06,2020-08-26 16:41:47
罗江县,四川通融统筹城乡建设投资有限公司项目,万安镇南塔村,其他商服用地,商务服务业,0.035460,挂牌出让,40,51.6800,下限:上限:1.50,2019年09月05日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=b4fb2823-f801-4fa5-90b6-cc84da85519d,2020-08-26 16:41:49
会东县,HDGP2019-80-71号地块,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.059970,挂牌出让,40,80.1000,下限:1.00上限:1.50,2019年09月04日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=161567b7-3f0d-4570-8ac3-c3e3bf7d598f,2020-08-26 16:41:52
会东县,HDGP2019-80-73号地块,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.066756,挂牌出让,40,87.1000,下限:1.00上限:1.50,2019年09月04日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=223f950b-65bd-4d7d-a830-91eaf7fd78ae,2020-08-26 16:41:54
安县,安州区黄土镇滨河路东侧棚户区城中村改造居住,安州区黄土镇滨河路东侧,城镇住宅用地,房地产业,0.642266,拍卖出让,70,489.0000,下限:1.00上限:1.50,2019年09月04日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=4f2a9eac-baf1-4a3a-aac7-1591aa5cd205,2020-08-26 16:41:57
广元市本级,康养示范产业园一期,广元市利州区东坝办事处文昌社区二组,城镇住宅用地,房地产业,5.429868,拍卖出让,城镇住宅用地70年;其他商服用地40年;,18210.0000,下限:1.00上限:2.21,2019年09月04日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6f0bba7b-1b69-4e72-9502-7a139d8a9f7b,2020-08-26 16:41:59
雁江区,工业用地,雁江区中和镇中和村,工业用地,租赁业,3.148457,挂牌出让,50,860.0000,下限:1.00上限:,2019年09月04日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=77478853-bcfa-4160-abb7-e67fbec1c4e7,2020-08-26 16:42:02
盐源县,盐源县梅雨镇兴恒水泥制品厂项目,盐源县梅雨镇梅雨堡村,工业用地,其它,0.398700,挂牌出让,50,71.0000,下限:0.60上限:0.00,2019年09月04日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=806d673b-e372-4151-b7d7-1305cffbf47d,2020-08-26 16:42:06
会东县,HDGP2019-80-74号地块,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.058717,挂牌出让,40,79.1000,下限:1.00上限:1.50,2019年09月04日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=8451b32d-716d-4f4c-8410-90161c50c7f5,2020-08-26 16:42:08
会东县,HDGP2019-80-37号地块,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.065000,挂牌出让,40,84.1000,下限:1.00上限:1.50,2019年09月04日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=906f7f59-f3bc-4be6-929f-44b8ac39762f,2020-08-26 16:42:11
会东县,HDGP2019-80-34号地块,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.065000,挂牌出让,40,84.1000,下限:1.00上限:1.50,2019年09月04日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=978d0832-3132-42e2-acae-25e5babe55f1,2020-08-26 16:42:13
会理县,L-2017-2号地块,会理县绿水镇上良村4组,零售商业用地,批发和零售业,0.175600,挂牌出让,40,131.0000,下限:上限:0.80,2019年09月04日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=a2d012e9-dda5-4113-beeb-ba779ac6f25b,2020-08-26 16:42:16
会东县,HDGP2019-80-36号地块,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.065000,挂牌出让,40,84.1000,下限:1.00上限:1.50,2019年09月04日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=df27cc0e-aec5-40e2-98b8-50dd622d0791,2020-08-26 16:42:19
会东县,HDGP2019-80-35号地块,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.065000,挂牌出让,40,84.1000,下限:1.00上限:1.50,2019年09月04日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ee1600ba-a49e-44dc-ad3f-f5a4e0f5da1e,2020-08-26 16:42:22
雁江区,工业用地,雁江区临江镇清泉村1社,工业用地,农副食品加工业,1.301163,挂牌出让,50,245.0000,下限:上限:1.00,2019年09月04日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ff9f0f5d-df26-4eab-b554-05f4646736da,2020-08-26 16:42:24
会东县,HDGP2019-80-72号地块,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.076635,挂牌出让,40,100.1000,下限:1.00上限:1.50,2019年09月04日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=31b58f6b-95aa-41d2-9981-7a14957ee571,2020-08-26 16:42:27
罗江县,四川通融统筹城乡建设投资有限公司项目,万安镇长虹村201724、201725号地块,其他商服用地,商务服务业,0.230109,挂牌出让,40,233.2200,下限:上限:1.50,2019年09月04日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c0fcd5d9-6942-4c68-8933-5c3c5543821d,2020-08-26 16:42:30
会理县,M-2017-1号地块,会理县木古镇建政村3组,零售商业用地,批发和零售业,0.164800,挂牌出让,40,272.0000,下限:上限:0.80,2019年09月04日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=dccd83b6-c72d-4af4-b120-cd7adf5d0f4d,2020-08-26 16:42:33
渠县,渠县工业园区GYY2018A04地块建设项目,天星镇文昌社区6组,工业用地,化学原料及化学制品制造业,1.395300,挂牌出让,50,500.0000,下限:1.20上限:0.00,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=02ff7b35-8d15-43dc-9ad0-f303d08693af,2020-08-26 16:42:37
渠县,渠城西区八期综合开发项目QCX2017-A01,渠江镇两路村4、5组,批发市场用地,批发业,8.345000,挂牌出让,40,2390.0000,下限:1.00上限:2.00,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=04b11c1e-8d51-4766-b893-c278aff74a79,2020-08-26 16:42:39
蒲江县,成都佰川生物科技有限公司,蒲江县县城工业园区，东临空地，南临兴光谱，西临华兴路，北临凌翔植化,工业用地,通用设备制造业,3.339846,挂牌出让,20,320.6253,下限:1.00上限:,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=10bc77b6-3f72-49a9-a296-fe6f3d2b2281,2020-08-26 16:42:42
盐源县,生猪屠宰项目,盐源县盐井镇蔡家坪村7组,其他商服用地,农、林、牧、渔服务业,0.395500,挂牌出让,40,168.0000,下限:0.00上限:0.48,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=328c2a4f-8a33-48ba-b9b2-91c019f6ba89,2020-08-26 16:42:46
会东县,HDGP2019-80-4号地块,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.131280,挂牌出让,40,320.0000,下限:1.00上限:1.50,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=38c1832a-cd36-44bb-aa43-d1a42c4a3d55,2020-08-26 16:42:48
蒲江县,成都叁康科技有限责任公司,蒲江县寿安工业园区、东临博世电动、南临迎宾大道、西临博世路，北临空地,工业用地,塑料制品业,1.337150,挂牌出让,20,128.3667,下限:1.00上限:,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=416d356a-3986-4f5a-b1aa-4ad492ab7095,2020-08-26 16:42:51
会东县,HDGP2019-80-61号地块,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.014313,挂牌出让,40,30.0000,下限:1.00上限:1.50,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=4491902a-141e-4efd-8e46-2b02ba9fc7f8,2020-08-26 16:42:54
罗江县,四川和景包装制品有限公司项目,金山镇工业园区创新路东侧,工业用地,木材加工及木、竹、藤、棕、草制品业,1.325235,挂牌出让,50,198.8000,下限:1.00上限:,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=4a133d83-cdb0-4132-9b4e-de4031c229c0,2020-08-26 16:42:57
富顺县,代寺镇宏茂加油站,富顺县代寺镇草茂村十组,其他商服用地,零售业,0.990000,挂牌出让,40,1280.0000,下限:0.00上限:0.80,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=553bf37f-3df0-4f01-80db-aed88c2735b8,2020-08-26 16:43:00
蒲江县,成都惠尔斯科技有限公司,蒲江县寿安工业区、北临博世路，东临新园四路，其余侧临空地,工业用地,印刷业和记录媒体的复制,1.667976,挂牌出让,20,160.1254,下限:1.00上限:,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=557eda87-a015-4aae-b2e9-8c3913b6aac4,2020-08-26 16:43:03
蒲江县,四川上电科技有限公司,蒲江县寿安工业园区、北临博世路，其余临空地,工业用地,通讯设备、计算机及其他电子设备制造业,1.149685,挂牌出让,20,110.3699,下限:1.00上限:,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5ebb441f-f8b5-4f18-9002-15e29b708674,2020-08-26 16:43:05
会东县,HDGP2019-80-5号地块,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.168092,挂牌出让,40,405.0000,下限:1.00上限:1.50,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6524f365-8575-4685-9e5b-2d19a5f815f3,2020-08-26 16:43:08
会东县,HDGP2019-80-33号地块,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.065000,挂牌出让,40,84.2000,下限:1.00上限:1.50,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6589603d-a125-4e19-ba18-dc0ee96301ae,2020-08-26 16:43:11
会东县,HDGP2019-3号地块,会东县鲹鱼河镇新洪村,工业用地,其它,1.769900,挂牌出让,50,520.1500,下限:0.70上限:,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=709ba7fa-52fe-4dea-ab8a-4416bb689fd9,2020-08-26 16:43:15
会东县,HDGP2019-80-3号地块,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.157916,挂牌出让,40,204.8500,下限:1.00上限:1.50,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=75c7a831-58f6-478b-9f12-cd2bfe4b21f9,2020-08-26 16:43:19
会东县,HDGP2019-80-2号地块,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.151601,挂牌出让,40,193.0000,下限:1.00上限:1.50,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=951cce60-accd-4157-9574-8c87cbb0e03f,2020-08-26 16:43:22
会东县,HDGP2019-80-7号地块,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.165905,挂牌出让,40,217.3000,下限:1.00上限:1.50,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=9677b4fb-b348-48ba-a4c4-a4b17bda7e97,2020-08-26 16:43:24
蒲江县,四川博克达精密模具有限公司,蒲江县寿安工业园区，东临新园三路，南临新蒲路，其余侧临空地,工业用地,金属制品业,1.382194,挂牌出让,20,132.6906,下限:1.00上限:,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=9678bd59-c536-4b47-b819-1a47267cfe48,2020-08-26 16:43:28
长宁县,双河镇国有建设用地使用权挂牌出让,双河镇,工业用地,农副食品加工业,2.260011,挂牌出让,50,384.2019,下限:1.00上限:0.00,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=97be6c9f-7bad-4660-93ba-907bd4d2eb00,2020-08-26 16:43:31
蒲江县,成都市蓉九盛管业有限公司,蒲江县寿安工业区、南临博世路，西临智恒信息，其余侧临空地,工业用地,专用设备制造业,1.864800,挂牌出让,20,179.0208,下限:1.00上限:,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=aba1cc37-5329-4520-afdb-9ed398b63a9d,2020-08-26 16:43:33
会东县,HDGP2019-80-62号地块,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.014991,挂牌出让,40,30.0000,下限:1.00上限:1.50,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=b2b330b5-f0ba-4cf1-b93a-f440e036e9d5,2020-08-26 16:43:36
长宁县,双河镇国有建设用地使用权挂牌出让,双河镇,工业用地,农副食品加工业,0.788914,挂牌出让,50,134.1154,下限:1.00上限:0.00,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c45d6a99-4d11-4be9-b11a-55f7aaea0105,2020-08-26 16:43:39
会东县,HDGP2019-80-1,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.151721,挂牌出让,40,192.1000,下限:1.00上限:1.50,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=cc5fc62e-0e47-4971-915e-50bbf1e0dbab,2020-08-26 16:43:41
蒲江县,四川浩荣食品有限公司,蒲江县寿安工业园区，北临博世路，南临空地，东临川瑞电气，西临新园二路,工业用地,食品制造业,1.669679,挂牌出让,20,160.2893,下限:1.00上限:,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ccc8e1fa-5045-4ed7-9656-571857c8ec18,2020-08-26 16:43:44
广元市本级,徐家桃园限价商品房,广元市利州区雪峰办事处雪峰村五组,城镇住宅用地,房地产业,1.415326,拍卖出让,城镇住宅用地70年;其他商服用地40年;,6600.0000,下限:1.00上限:3.00,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ebfa43a8-c0a1-4c5d-9d6b-5824b36ea31a,2020-08-26 16:43:47
会东县,HDGP2019-80-6号地块,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.157902,挂牌出让,40,232.0000,下限:1.00上限:1.50,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f34e042f-7668-48fa-82be-cf0e47a70159,2020-08-26 16:43:50
蒲江县,成都蜀西制药有限公司,蒲江县县城工业园区，北临兴光谱地块，西临华兴路，南临规划道路，东临空地,工业用地,医药制造业,3.755962,挂牌出让,20,473.2510,下限:1.00上限:,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f59ea834-c1b0-428a-8094-0cddf3ba9ee3,2020-08-26 16:43:53
会东县,HDGP2019-80-8号地块,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.163983,挂牌出让,40,215.2000,下限:1.00上限:1.50,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f7b41396-4b81-44f5-b1af-a3720bd3c551,2020-08-26 16:43:56
雅安市本级,大兴片区19-06地块国有建设用地使用权,雨城区大兴镇龙溪村,零售商业用地,零售业,0.595883,拍卖出让,40,4648.8000,下限:0.00上限:1.60,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=56cc9f14-5f91-472e-8b5d-f2e24a164477,2020-08-26 16:43:59
会东县,HDGP2019-80-32号地块,会东县鲹鱼河镇车拉河村,其他商服用地,商务服务业,0.053240,挂牌出让,40,148.0000,下限:1.00上限:1.50,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ab271862-ec9d-42ef-891b-1d331aa2250c,2020-08-26 16:44:01
会东县,HDPM2019-7号地块,会东县鲹鱼河镇鱼山村,城镇住宅用地,房地产业,2.273868,拍卖出让,70,3710.0000,下限:1.80上限:2.20,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=bcc1ac6c-f709-4e82-9c93-f9828f9cbfa6,2020-08-26 16:44:04
安县,长虹“双创”智能制造工业园,界牌镇金凤村7、8、11组,工业用地,电气机械及器材制造业,8.965017,挂牌出让,50,1614.0000,下限:1.00上限:3.00,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e70f2adf-4d10-4782-9a4c-e46a7557299e,2020-08-26 16:44:07
南充市本级,南充世纪城（中南）房地产开发有限责任公司用地,高坪区江东新区二期拟出让Be-1-3号地块,城镇住宅用地,房地产业,4.560200,拍卖出让,城镇住宅用地70年;零售商业用地40年;,40289.3670,下限:1.00上限:3.50,2019年09月03日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e9623246-0fd6-4acd-b29d-fa1c5029342e,2020-08-26 16:44:10
色达县,色达县汽车修配产业园区A宗地,约若新村,其他商服用地,其他服务业,0.399353,拍卖出让,40,437.5000,下限:0.00上限:2.00,2019年09月02日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=26bd5f22-b288-4e53-81c4-135fc4f3b1ce,2020-08-26 16:44:13
色达县,色达县汽车修配产业园区C宗地,约若新村,其他商服用地,其他服务业,0.554496,拍卖出让,40,505.5000,下限:0.00上限:2.00,2019年09月02日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=36ebeed1-5b79-4845-86b7-c123fa0d9f98,2020-08-26 16:44:15
遂宁市本级,市河东新区二期锦台路以南、甘霖东街以西D2—2—06地块,市河东新区二期锦台路以南、甘霖东街以西,城镇住宅用地,房地产业,2.608180,拍卖出让,70,12714.0000,下限:1.00上限:1.50,2019年09月02日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=51ea773a-eb90-4b4f-9c59-b48563a35185,2020-08-26 16:44:18
渠县,渠县工业园区GYY2018A01地块建设项目,天星镇文昌社区6组,工业用地,电气机械及器材制造业,2.178100,挂牌出让,50,682.0000,下限:1.20上限:0.00,2019年09月02日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=54ab1316-f70d-471a-ae5c-5f44447f813c,2020-08-26 16:44:21
成都市本级,成都运达创新科技集团有限公司,高新区西区西园街道展望村7社、8社、11社，青龙村8社,工业用地,制造业,10.015809,挂牌出让,50,5258.2985,下限:1.00上限:3.00,2019年09月02日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6b903e27-0a66-4b14-8690-fd97fdc742aa,2020-08-26 16:44:24
成都市本级,四川汇利实业有限公司,高新区西区百叶路以南、马河以北（高新西区合作街道石院村6社、清平村7社）,工业用地,制造业,0.453563,挂牌出让,20,59.8708,下限:1.00上限:3.00,2019年09月02日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=779131fd-470f-4667-a477-8695c46641ba,2020-08-26 16:44:26
成都市本级,成都爱乐达航空制造股份有限公司,高新区西区西园街道展望村7社、11社、村集体，青龙村8社,工业用地,制造业,6.682583,挂牌出让,20,1403.3418,下限:1.00上限:3.00,2019年09月02日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=7c345fcc-25b8-4caf-9961-1aa82a2dbb4e,2020-08-26 16:44:29
威远县,湿地公园4,威远县严陵镇杨家坝,城镇住宅用地,房地产业,4.692007,拍卖出让,城镇住宅用地70年;其他商服用地40年;,16891.2252,下限:1.00上限:2.20,2019年09月02日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ac063d3e-291b-4c5d-ba0e-6b64562ebe8a,2020-08-26 16:44:32
江安县,江安镇南屏片区NP-B14宗地,江安镇环城路中段北侧,城镇住宅用地,其它,4.790147,拍卖出让,70,18202.5586,下限:1.00上限:2.00,2019年09月02日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=bf0b18fd-a69f-4e45-8bfd-778caa736987,2020-08-26 16:44:34
遂宁市本级,市河东新区二期景屏路以南、甘霖东街以西D2—2—01地块,市河东新区二期景屏路以南、甘霖东街以西,城镇住宅用地,房地产业,5.906785,拍卖出让,70,31541.6000,下限:1.00上限:1.50,2019年09月02日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d44b1586-9b38-4ac7-a0f8-d016b111c7a0,2020-08-26 16:44:38
色达县,汽修产业园区(摩托车修配)B宗地,约若新村,其他商服用地,其他服务业,0.234202,拍卖出让,40,250.0000,下限:0.00上限:2.00,2019年09月02日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d779cff7-6c1e-403d-a2e7-922b4ba6a635,2020-08-26 16:44:40
色达县,色达县汽车修配产业园区D宗地,约若新村,其他商服用地,其他服务业,0.571080,拍卖出让,40,524.5800,下限:0.00上限:2.00,2019年09月02日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ec51dc38-07d5-4f57-8a4f-78088b8633e9,2020-08-26 16:44:45
隆昌县,隆地拍（2019）02号,古湖街道向阳路南侧、中山路东侧,城镇住宅用地,房地产业,6.752348,拍卖出让,70,28797.6560,下限:1.00上限:2.50,2019年09月02日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ede83760-95f3-4f15-91a5-12a27240b264,2020-08-26 16:44:47
